Year,Approx_date,Area,City,Author,Title,Language,Ms.,Printer,External_link,Source,Location,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Netherlands,Antwerp,"Nicolas, Gaspar",Practica d'Arismetica composta & ordenada per Gaspar Nicolas agora nouamenta & com muyta diligença enmendada,Portuguese,0,"Birckmann Erben, Arnold",,Ars Mercatoria (1991),"Coimbra UB, RB.16.21","From the 1677 reprint: Part I: multiplication tables, numeration, operations, rule of three, companies, rule of four and twenty, fractions, operations with fractions, rule of three with fractions, opposites (?), progressions, barter, misc problems, roots. Part II: Geometry, alloying.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Netherlands,Antwerp,"Mennher, Valentin","Livre d'arithmetique: contenant plusieurs belles questions et demandes, propres et utiles à tous ceux qui hantent la trafique de marchandise. Ensemble une ample declaration sur le fait des changes",French,0,Antoine Diest chez Jan van Waesberge,,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Bayerische Staatsbibliothek","Antwerpen (Be), Museum Plantin-Moretus A 4348 (1) Antwerpen (Be), Stadsbibliotheek G 4815 [C2-543 g] Cambridge (UK), University Library M 12 75 (1) Cambridge (UK), University Library M.12.75 New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1573 M52 Toulouse (Fr), Médiathèque José Cabanis","Currencies, weights and measures of Anvers, numeration, operations, rule of three, fractions, operations with fractions, problems for the cassa, profit and loss, interest rates, exchange (mentioning several different market centres and distinguishing between “pari” and “advantages” between the markets), companies, alloying, barter, false position, progression (linear and geometric). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Germany,Frankfurt am Main,"Jacob Köbler / Koebler / Köbel, Jakob",Rechenbuch auff linien und ziffern. Mit einem visir buechlin klar unnd verstendtlich fürgeben. Gerechnet buechlin auff alle wahr und kauffmanschafft. Müntz gewicht elen unnd maß viler land und stett verglichen,German,0,Christian I Egenolff,,Ars Mercatoria (1991),"Nürnberg GM, H 2671","[1514 edition] Operations, operations with tokens, progressions, rule of three, fractions (using Roman numerals to represent them), exchange. Revised edition also reporting calculation with Hindu-Arabic numerals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,England,London,"Recorde, Robert","The ground of arts, teachyng the perfect worke and practice of arithmetike tables",English,0,Reyner Wolfe,http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=33143151&SEARCHCONFIG=config.cfg&ECCO=param(ECCO)&HIGHLIGHT_KEYWORD=param(HIGHLIGHT_KEYWORD),"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900","London University of London, University of Illinois (Urbana-Champaign Campus)","First part: numeration, operations, denominate numbers, proportion, 'golden rule ' of three (backer rule of three/inverse proportion, double rule of three/compound proportion, composed of five numbers), companies. Second part: same general topics as the first part with fractions, together with alloying and rule of false.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Netherlands,Louvain,"Beausard, Pierre",Arithmetices praxis,Latin,0,ex officina Bartholomaeus Gravius,http://nbn-resolving.de/urn/resolver.pl?urn:nbn:de:bvb:12-bsb10209396-3,"Smith (1939), USTC","Liège (Be), Bibliothèque universitaire Paris (Fr), Bibliothèque de l'Arsenal Paris (Fr), Bibliothèque Mazarine 8° 30025-1 Santander (Es), Biblioteca de Menéndez y Pelayo (731)"," Numeration, operations, progressions, fractions, operations with fractions, rule of three (including inverse and double rule of three), companies, alloying, false position, roots, fractions, operations with fractions. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Germany,Magdeburg,"Dörinck, Achatius",Arithmetica duedesch. Edder kuenstlike rekeninge mit linien und zyphren up allerley kophandel sampt Welscher practica falsi radicem quadratam und cubum tho extraherende und exempla der eddelen regel cosa alles mit vlite vorstendtlick und klarlick dorch achacium doerinck rekenmester der ehrentryken Stadt Hamborch thosamende gebracht,Niederdeutsch,0,Wolfgang Kirchner,http://digitale.bibliothek.uni-halle.de/urn/urn:nbn:de:gbv:3:1-146726,"Ars Mercatoria (1991), USTC","Halle (De), Universitäts- und Landesbibliothek","(From the 1573 edition): numeration, operations, progressions, rule of three, business problems applied to different commodities, fractions, operations with fractions, profits and losses, inverse rule of three, exchange, alloying, companies, exchange, misc problems, rule of false, 'Welscher practica', roots.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,France,Paris,"Forcadel, Pierre",Arithmetique entiere et abregee,French,0,Jérôme de Marnef et Guillaume Cavellat,https://books.google.it/books?id=NU9r0wVkPY8C&pg=PA151&lpg=PA151&dq=arithmetique+forcadel&source=bl&ots=K6lLc5YBcW&sig=9XODSmWYqfCPiAJoms_DKSa5yMs&hl=it&sa=X&ved=0ahUKEwi9htHc2qzYAhVHaRQKHVmaCm0Q6AEIRTAD#v=onepage&q&f=false,"Smith (1908), Ars Mercatoria (1991), USTC","Berlin (De), Staatsbibliothek Preußischer Kulturbesitz 4o Ob 2008 Houghton Library, Harvard University, Cambridge, MA (USA) *FC5 F7482 D573a Leiden (Nl), Bibliotheca Thysiana 1311 (2) Paris (Fr), Bibliothèque nationale de France Résac. V 6747 Paris (Fr), Bibliothèque nationale de France V 6746 Paris (Fr), Bibliothèque nationale de France Résac. V 6746 (1) St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 4 2 1c 42 Torino (It), Biblioteca nazionale universitaria Consult Library Catalogue","Numeration, operations, fractions, rule of three, companies, alloying, roots, algebra, a little astronomy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,,"Seckerwitz, Johannes",Rechenbüchlein auff allerley hanthierung. Auffs new gebessert,German,0,s.n.,,Ars Mercatoria (1991),"Gdansk Bgdanska PAN, Sb 2727,8","Multiplication, rule of three, fractions, properties and operations with fractions, misc. mercantile problems, barter, alloying, companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Augsburg,"Rudolff, Christoff","Exempel-Büchlin (293 exempel von mancherlei kaufhändel exempelbüchel, rechnung belangend künstliche rechnung mit der ziffer und mit den zal pfenningen sampt der wellischen practica unnd allerley fortheil auff die regel de tri)",German,0,Michael Manger,http://digital.slub-dresden.de/werkansicht/dlf/10232/1/,"Smith (1908), Bayerische Staatsbibliothek, USTC","Dresden (De), Sächsische Landesbibliothek Regensburg (De), Staatliche Bibliothek","The work is a collection of 293 problems, mainly of practical nature",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Augsburg,"Rudolff, Christoff",Künstliche rechnung mit der ziffer und mit den zal pfennigen sampt der wellischen practica und allerley vorteil auff die regel de Tri,German,0,"Manger, Michael",Two links: http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb11109802_00001.html    http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb11267814_00001.html,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Bayerische StaatsBibliothek","Bayerische StaatsBibliothek digital, Regensburg SB Philos. 941","Divided into three parts : (i) Grundbuchlein: numeration, operations, fractions, with and without Arabic numerals. (2) Regelbuchlein: rule of three (3) Practica oder Wellische Rechnung (where welsch means 'from Latin people'). (4) Exempelbuchlein: misc. problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Frankfurt am Main,"Jacob, Simon",Rechenbuch auff den linien und mit ziffern,German,0,Christian I Egenolff,,"Smith (1908), Ars Mercatoria (1991), USTC, Bayerische Staatsbibliothek","Freiburg/Breisgau (De), Universitätsbibliothek","Numeration, operations, progressions, rule of three, fractions, operations with fractions, exchange, 'Juden rechnung', companies, Stich Rechnung, alloying, regula falsi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Frankfurt am Main,"Ries, Adam",Adam Risen rechenbuch auff linien und ziphren in allerley handthierung geschaefften unnd kauffmanschafft visier und wechselruthen kuenstlich und gerecht zumachen auß dem quadrat durch die arithmetic unnd geometri von erhart helm mathematico zu Franckfurt beschrieben. alles von neuwem jetzundt widerumb ersehen und corrigirt,German,0,haer. Christian I Egenolff,,"Gebhardt (2017), Schärlig (2010), Ars Mercatoria (1991), USTC","Leipzig (De), Universitätsbibliothek Trento (It), Biblioteca Diocesana Vigilianum dvd-P.Bg.A- 33 C Wuppertal StB Wm 70 a 1/2","Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Frankfurt an der Oder,"Ries, Adam",Rechnung auff der linien und federn auff allerley handthierung. Auffs new mit fleis durchlesen und zu recht bracht,German,0,Johann Eichorn,,"Gebhardt (2017), Schärlig (2010), USTC","St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 4.1.1b.30","Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Leipzig,"Fischer, Johannes","Arithmeticae compendium, pro studiosis huius artis tyronibus, denuo recognitum et locupletatum. Per Johannem piscatorem neapolitanum",Latin,0,,,"Smith (1908), USTC, Bayerische Staatsbibliothek","Jena (De), Universitätsbibliothek","Numeration, operations, progressions, fractions, operations with fractions, rule of three, roots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,Germany,Leipzig,"Ries, Adam",Rechnung auff der linien und federn auff allerley handtierung. Auffs newe durchlesen und zu recht bracht,German,0,haer. Jakob Bärwald,,"Gebhardt (2017), Schärlig (2010), USTC",,"Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,England,London,Anonymous,"An introduction for to lerne to recken with the pen or with the counters accordynge to the trewe cast of algorysme, in hole nombers or in broken",English,0,"Iohn Awdley, dwelling in litle Britain streete without Aldersgate",,"Williams (2012), Schärlig (2010),Ars Mercatoria (1991),  USTC, ESTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900","London, British Library C.21.a.19, USA, Memorial Library, University of Wisconsin-Madison","The first section is dedicated to Arabic numerals ('awgrym for the pen'). Numeration, operations, progressions, fractions, operations with fractions, multiplication tables, rule of three, measures, money/currencies, companies, profit and losses, exchange, 'shepherde and pastour'. The second section is dedicated to the counter abacus. Companies again, interest, barter, misc. problems, false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,England,London,"Baker, Humfrey",The welspring of sciences,English,0,Thomas Purfoot,http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&res_id=xri:eebo&rft_id=xri:eebo:citation:99851852,"Ars Mercatoria (1991), Smith (1908), USTC, ProQuest",British Library,"Numeration, operations, progressions, rule of three, fractions, operations with fractions, questions of trade and merchandise, profits and losses, mensuration, conversion between measures, barter, exchange, alloying, rule of false, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,England,London,"Recorde, Robert","The pathewaie to knowledge containyng the first principles of geometrie, as thei maie moste aptly bee applied unto practise, bothe for use of instrumentes geometricall, and astronomicall",English,0,John Kingston for John Harrison,http://eebo.chadwyck.com/search/full_rec?SOURCE=pgimages.cfg&ACTION=ByID&ID=99854993&SEARCHCONFIG=config.cfg&ECCO=param(ECCO)&HIGHLIGHT_KEYWORD=param(HIGHLIGHT_KEYWORD),USTC,Oxford Bodleian Library,"Recorde had designed four parts, but completed only two. Howson (1982): «The first part contains definitions and various constructions (including those which comprise Book 4 of Euclid); the second includes the postulates and axioms, and also those theorems from the first three books of Euclid which do not refer to constructions. The missing third part would have included additional constructions and applications of Pythagoras; the fourth would have dealt with 'measurynge'», p. 15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,France,Lyon,"La Tayssonnière, Guillaume de",Les principaux fondements d'arithmetique,French,0,Benoît Rigaud,,"Ars Mercatoria (1991), USTC","Paris (Fr), Bibliothèque Sainte Geneviève 8o V 79 inv 2071 FA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,0,France,Paris,"Denorry, Miles (Norry, Miles de)","L'Arithmetique de Milles Denorry ... Contenant la reduction. de toutes especes de monnoyes ... la forme de l'achat, vente, et distribution de toute sorte de marchandise",French,0,chez Gilles Gourbin,,"Davis (1958, 1960), Ars Mercatoria (1991), USTC","Ajaccio (Fr), Bibliothèque municipale Cat 2848 Grenoble (Fr), Bibliothèques municipales D 560 Houghton Library, Harvard University, Cambridge, MA (USA) Math 495 74* Paris (Fr), Bibliothèque Sainte Geneviève 4o V 89 inv. 568 Rés. St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 4 2 1 23 Troyes (Fr), Médiathèque de l'Agglomération Troyenne R 11 1743","According to Ars Mercatoria the work deals also with weights and measures, currencies, alloying, money exchange.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,0,Germany,Frankfurt am Main,"Salignac, Bernard",Tractatus arithmetici partium et alloyingis,Latin,0,Andreas Wechel,Two links:        http://daten.digitale-sammlungen.de/~db/0002/bsb00024037/images/             http://reader.digitale-sammlungen.de/resolve/display/bsb10989800.html,"Smith (1939), USTC, Bayerische Staatsbibliothek","Berlin (De), Staatsbibliothek Preußischer Kulturbesitz Göttingen (De), Niedersächsische Staats- und Universitätsbibliothek Halle (De), Universitäts- und Landesbibliothek Modena (It), Biblioteca Estense Universitaria Consult Library Catalogue München (De), Bayerische Staatsbibliothek Oxford (UK), Merton College Library 17.B.16(2) Perugia (It), Biblioteca comunale Augusta Consult Library Catalogue Pisa (It), Biblioteca universitaria Consult Library Catalogue Wien (At), Österreichische Nationalbibliothek","First tractatus: numeration, fractions, operations with fractions. Second tractatus: thorough treatment of alloying.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,0,Germany,Frankfurt an der Oder,"Albert (Albrecht), Johannes",Rechenbuch auff der feder unnd linien gantz leicht auß rechtem grund in gantzen und gebrochen dem einfeltigen und gemeinen mann und anhebenden der arithmetica zu gut,German,0,Johann Eichorn,,"Ars Mercatoria (1991), Schärlig (2010), Smith (1908), USTC","Leipzig (De), DNB, Deutsches Schrift- und Buchmuseum","Numeration, operations (with Arabic digits and reckoning table), rule of three, progressions (with interesting illustrations), fractions, very rich set of applications and business problems. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,0,Germany,Leipzig,"Gemma Frisius, Rainer (Regnier)","Arithmeticae practicae methodus facilis, per gemmam Frisium medicum ac mathematicum",Latin,0,Hans I Rambau,http://daten.digitale-sammlungen.de/~db/0002/bsb00021011/images/index.html?id=00021011&groesser=&fip=eayaewqeayaeayaeayaeayaeayaqrssdassdas&no=5&seite=1,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","München (De), Bayerische Staatsbibliothek New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1575 G28 Wisconsin University Library, Madison, WI (USA) 725509 noncurrent Wolfenbüttel (De), Herzog August Bibliothek","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,0,England,London,"Recorde, Robert","The grounde of artes teaching the work and practise of arithmetike, bothe in whole numbers and fractions, after a more easyer and exacter sorte than any like hath hitherto bin set foorth",English,0,Henry Bynnemann & John Harrison,http://eebo.chadwyck.com/search/full_rec?SOURCE=selimages.cfg&ACTION=ByID&ID=99842224&FILE=default&SEARCHSCREEN=param(SEARCHSCREEN)&RESULTCLICK=&SEARCHCONFIG=config.cfg,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900","Oxford (UK), Bodleian Library, Folger Shakespeare Library","First part: numeration, operations, denominate numbers, proportion, 'golden rule ' of three (backer rule of three/inverse proportion, double rule of three/compound proportion, composed of five numbers), companies. Second part: same general topics as the first part with fractions, together with alloying and rule of false.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
