Year,Approx_date,Area,City,Author,Title,Language,Ms.,Printer,External_link,Source,Location,Contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,England,London,"Recorde, Robert",The groud of artes teachyng the worke and practise of arithmetike,English,0,Reyner Wolfe,,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900","Oxford, Magdalen College","First part: numeration, operations, denominate numbers, proportion, 'golden rule ' of three (backer rule of three/inverse proportion, double rule of three/compound proportion, composed of five numbers), companies. Second part: same general topics as the first part with fractions, together with alloying and rule of false.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,France,Lyon,"Peletier du Mans, Jacques","L'arithmetiqve de Iacqves Peletier dv Mans, departie en quatre liures",French,0,Jean de Tournes,,"Schärlig (2010), Smith (1908), USTC","Houghton Library, Harvard University, Cambridge, MA (USA) *FC5 P3625 549ae Lausanne (Ch), Bibliothèque cantonale et universitaire BZ 5512 Lausanne (Ch), Bibliothèque cantonale et universitaire SA 468 Le Mans (Fr), Médiathèque Louis Aragon MAINE 8o 6084 Marseille (Fr), Bibliothèque municipale L' Alcazar DC 103623 New York, NY (USA), New York Public Library 1022 Paris (Fr), Bibliothèque de l'Arsenal 8o S 13108 (1) Rés. Paris (Fr), Bibliothèque nationale de France V 20135 Vendôme (Fr), Bibliothèque intercommunale du Pays de Vendôme Dd 280","First book: numeration, operations with integers, progressions, rule of three. Second book: fractions and operations with fractions. Third book: roots and proportions. Fourth book: applications: companies problems, rule of false (with reference to Gemma Frisius)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,Italy,Milan,Girolamo Tagliente,Libro de abaco,Italian,0,Valerio e Hieronimo fratelli da Meda,Link at 1547 edition (Milan),"Van Egmond (1980), Ars Mercatoria (1991), USTC","Cagliari (It), Biblioteca universitaria Ross.A.372, New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1570 T121 Piacenza (It), Biblioteca comunale Passerini-Landi Reims (Fr), Bibliothèque municipale Rés.P 1302","Numeration, operations (multiplication ‘per cholonella’, ‘per schachiero’; division ‘per colonna’, ‘per galia’; sum in the £/s/d system, subtraction), rule of three and business applications (equivalences, exchange, alloying, partnerships, barter, interest rates, misc problems) [each problem has a graphic illustration of the mathematical process, but it also has a step-by-step commentary], tariff, recommendations on merchandise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,Poland,Szczecin,"Ries, Adam",Rechnung auff der linien und federn auff allerley handthierung. Auffs new mit vleis durchlesen und zu recht bracht,German,0,Johann Eichorn,,"Gebhardt (2017), Schärlig (2010), Ars Mercatoria (1991), USTC",,"Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,1,Germany,Szczecin / Stettin,"Fischer, Johannes",Ein kurtz rechenbuechlein fuer die anfahende Schueler,German,0,Johann Eichorn,,"Smith (1908), USTC, Bayerische Staatsbibliothek",,"First part: Numeration (both with tokens and feathers), operations, progressions, rule of three. Second part: examples and rules (exchange, traffic, profit and loss, companies, and several other practical problems). Third part: a section on prices and characteristis of specific German markets. The last part gives resolutions to the problems presented in the text.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,Italy,Venice,Francesco Feliciano da Lazesio veronese,"Libro di arithmetica e geometria speculativa e praticale, intitulato Scala grimaldelli",Italian,0,Francesco de Leno,,"Van Egmond (1980), Grendler (1989), Ars Mercatoria (1991)","Rome Nazionale, Catania, Arezzo (It), Biblioteca città di Arezzo Assisi (It), Biblioteca Porziuncola Cambridge (UK), University Library White.c.203 Firenze (It), Instituto e Museo di Storia della Scienza Guastalla (It), Biblioteca Maldotti Gubbio (It), Biblioteca comunale Sperelliana Mantova (It), Biblioteca comunale Teresiana Milano (It), Archivio storico civico e Biblioteca Trivulziana Milano (It), Biblioteca del Museo nazionale della scienza e della tecnologia Leonardo da Vinci Modena (It), Biblioteca Estense Universitaria New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1570 F33 Padova (It), Biblioteca universitaria Pesaro (It), Biblioteca Oliveriana Prato (It), Biblioteca comunale Alessandro Lazzerini Ravenna (It), Biblioteca comunale Classense Roma (It), Biblioteca Casanatense Roma (It), Biblioteca del Dipartimento di matematica Guido Castelnuovo dell'Università degli studi di Roma La Sapienza Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 4.3.1.81 Torino (It), Biblioteca G. Peano del Dipartimento di Matematica dell'Università degli Studi di Torino Venezia (It), Biblioteca nazionale Marciana Verona (It), Biblioteca civica, NUC, FTaSU, OkU, NNC","(From the 1536 edition): Book I: numeration, operations (with detailed different methods), fractions, operations wirh fractions, rule of three, companies, barter, companies in livestock ('soci del bestiame'). Book II: roots, operations with roots, binomials, operations with binomials, proportions, operations with proportions, algebra. Book III: practical geometry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,Italy,Venice,Girolamo Tagliente,Libro de abaco,Italian,0,Francesco de Leno,Link at 1547 edition (Milan),"Van Egmond (1980), Ars Mercatoria (1991), USTC","Firenze (It), Biblioteca nazionale centrale Livorno (It), Biblioteca comunale Labronica Francesco Domenico Guerrazzi New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1570 T12 Roma (It), Biblioteca universitaria Alessandrina, Rome Universitaria, Berkeley UL Hf 5698 T 3, NNC, NUC, CU","Numeration, operations (multiplication ‘per cholonella’, ‘per schachiero’; division ‘per colonna’, ‘per galia’; sum in the £/s/d system, subtraction), rule of three and business applications (equivalences, exchange, alloying, partnerships, barter, interest rates, misc problems) [each problem has a graphic illustration of the mathematical process, but it also has a step-by-step commentary], tariff, recommendations on merchandise",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,Italy,Venice,Anonymous,[Opus arithmeticum],Italian,1,,,Van Egmond (1980),"New York, Columbia University Library, Plimpton 227","Tables, operations, rule of three, business problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,0,Germany,Wittenberg,"Gemma Frisius, Rainer (Regnier)",Arithmeticae practicae methodus facilis. Per gemmam Frisium medicum ac mathematicum,Latin,0,Johann Schwertel,http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10186767_00001.html?zoom=0.7000000000000002,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","Freiburg/Breisgau (De), Universitätsbibliothek München (De), Bayerische Staatsbibliothek","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Germany,,"Rudolff, Christoff; Stifel, Michael","Die coss Christoffs Rudolffs, mit schoenen exempeln der coß",German,0,,http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10164583_00001.html,"Smith (1908), Bayerische Staatsbibliothek, USTC","Ansbach (De), Staatliche Bibliothek (Schlossbibliothek) Dresden (De), Sächsische Landesbibliothek Halle (De), Universitäts- und Landesbibliothek Jena (De), Universitätsbibliothek München (De), Bayerische Staatsbibliothek Weimar (De), Herzogin Anna Amalia Bibliothek Wien (At), Österreichische Nationalbibliothek",[from 1525 edition]: Theoretical treatise. The first part is dedicated to the basic principles of arithmetics as an introduction to algebra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Italy,,Anonymous,[Libretto de abaco],Italian,1,,,Van Egmond (1980),"Udine, Biblioteca Comunale Vincenzo Joppi, Fondo Joppi 131 (includes two works)",Multiplication tables and misc problems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Germany,Cologne,"Gemma Frisius, Rainer (Regnier)","Arithmeticae practicae methodus facilis, per gemmam Frisium, medicum ac mathematicum, iam recèns ab ipso authore emendata, et multis in locis insigniter aucta. Hvc accesserunt Jacobi peletarii cenomani annotationes: eiusdem item de fractionibus astronomicis compendium: et de cognoscendis per memoriam calendis, nunc verò à Joanne Stein recognita, et novis aucta additionibus",Latin,0,Maternus Cholinus,http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10186768_00001.html?zoom=0.7500000000000002,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","Aschaffenburg (De), Hof- und Stiftsbibliothek München (De), Bayerische Staatsbibliothek New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1571 G28 St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) __ __/G-323 __ St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) _-__ 1-__ _____. ____. __ __ / G-323 Trento (It), Biblioteca Diocesana Vigilianum dvd-P.Bg.A- 33 C","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Germany,Leipzig,"Ries, Adam",Rechnung auff der linien und federn auff allerley handtierung. Auffs newe durchgelesen und zu recht bracht,German,0,Hans I Rambau,,"Gebhardt (2017), Schärlig (2010), USTC","Jena (De), Universitätsbibliothek New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1571 R446","Numeration, operations (both with tokens and with feathers), rule of three, fractions ('gebrochenen Zahlen'), operations with fractions, exchange, misc. mercantile problems (silver and gold, saffron, shipping, companies), false position.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,England,London,"Recorde, Robert",The groud of artes teachyng the worke and practise of arithmetike,English,0,Reyner Wolfe,,"Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, Denniss, J. (2009), Learning Arithmetic: Textbooks and Their Users in England 1500-1900","Cambridge (UK), King's College","First part: numeration, operations, denominate numbers, proportion, 'golden rule ' of three (backer rule of three/inverse proportion, double rule of three/compound proportion, composed of five numbers), companies. Second part: same general topics as the first part with fractions, together with alloying and rule of false.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,France,Lyon,"La Tayssonnière, Guillaume de",Les principaux fondements d'arithmetique,French,0,Benoît Rigaud,,"Baudrier vol. 3 pp. 275, Ars Mercatoria no. L6.2, Du Verdier pp. V4r, p. 511, USTC",No Known Surviving Copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,France,Lyon,"Trenchant, Jean",L'arithmetique,French,0,Pierre Roussin pour Michel Jove,http://gutenberg.beic.it/webclient/DeliveryManager?pid=4739480&search_terms=DTL8,"Smith (1908), Ars Mercatoria (1991), USTC, Bayerische Staatsbibliothek","London (UK), British Library 531 d 10 Nantes (Fr), Bibliothèque municipale 18693 Paris (Fr), Bibliothèque de l'Arsenal 8o S 13108 (2) Rés. Wisconsin University Library, Madison, WI (USA) 773008 Wolfenbüttel (De), Herzog August Bibliothek 9 Arithm","The work is divided into three books. Book one: operations with integers and fractions, with several applied problems. Book two: rule of three, barter, companies, commission, alloying. Book three: properties of numbers, including figurate numbers, roots, progressions, interest rates, recreational problems. The third book is followed by a chapter on exchange, and on calculation with counters (tokens and feathers).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,France,Lyon,"Savonne, Pierre",L'arithmetique,French,0,Pierre Roussin et Benoît Rigaud,,"Davis (1960), Schärlig (2010), Ars Mercatoria (1991), Smith (1908), USTC, BNF","Besançon (Fr), Bibliothèque municipale 233735 Paris (Fr), Bibliothèque de l'Arsenal 8o S 13108 (3) Rés. Zürich (Ch), Zentralbibliothek T 361 Grenoble (Fr), Bibliothèques municipales 15279 New York, NY (USA), Columbia University, Butler Library PLIMPTON 511 1571 Sa8 Santiago de Compostela (Es), Biblioteca Universitaria 5624","Typical structure of an abacus manual: numeration, operations, fractions, operations with fractions, rule of three, exchange, proportions, profits and loss, companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Italy,Parma,Anonymous,Libretto di abaco,Italian,0,,,Van Egmond (1980),[unlocated: mentioned in Riccardi 1870-76],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Italy,Siena,Dionigi Gori,Libro di arimeticha,Italian,1,,,Van Egmond (1980),"Siena, Biblioteca Comunale degli Intronati, L. IV. 23","Operations, fractions, rule of three, business problems divided into 10 'trattati', chatain, recreational problems",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,Poland,Wroc_aw,"Seckerwitz, Johannes",Rechenbüchlein auff allerley hanthierung. Auffs new gebessert,German,0,Kryspin Szarfenberg / Crispin Scharffenberg,,"Gebhardt, R. (ed.) (1999), USTC",,"Multiplication, rule of three, fractions, properties and operations with fractions, misc. mercantile problems, barter, alloying, companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,Netherlands,Antwerp,"Flory, François","Tariffe ou table proportionnelle des changes en Anvers et ailleurs sur plusieurs places de l'Europe et leur retour pour soudain trouver son compte faict en quelque circulation que ce soit Ensemble vne Reduction de monnoyes, poids & aulnages de plusieurs villes & Regions foraines, a l'argent, poids & mesure d'Anuers, & d'entre elles. Tresutile & profitable, a toute sorte de Marchants",French,0,Gilles van den Rade pour François Flory,,"Ars Mercatoria (1991), USTC","London (UK), British Library 523.c.18. Paris (Fr), Bibliothèque Sainte Geneviève 8 V 100 INV 2107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,Italy,Bologna,Rafael Bombelli,L'algebra,Italian,0,Giovanni Rossi,[link at the 2nd edition],"Van Egmond (1980), Gavagna (2013)","Florence, Nazionale (2); Padua, Universitaria, NUC, NNC, MShM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,Germany,Frankfurt am Main,"Schreiber, Heinrich (Henricus Grammateus)","Rechenbuchlin kuenstlich behend und gewiß auff alle kauff manschafft gericht. Nach gemeinen regeln de tri. Welschen practic. Regeln falsi. Etlichen regeln cosse. Proportion des gesangs in diatonio außzutheilen monochordum, orgelpfeiffen und andre instrument durch erfindung pythagore. Buchhalten durch das zornal kaps und schuldtbuch. Visier ruthen zumachen durch den quadrat und triangel sampt andern lustigen stuecken der geometri.",German,0,Christian I Egenolff,,"Inoue (1978), Schärlig (2010), Robertson (2011) Historic accounting literature (1978-1980), Catturi, Smith (1908), USTC, Bayerische Staatsbibliothek","Dresden (De), Sächsische Landesbibliothek München (De), Bayerische Staatsbibliothek St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 5.10.11.81","Numeration, operations (before with Arabic figures, then with tokens), fractions, money exchange, rule of three, a section on practical calculations with money (mainly Austrian currencies), rule of false, algebra, roots, coss, music (with a very interesting, crafty treatment of it), bookkeeping (with various examples dated at different times), miscellaneous material added at the end.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,Germany,Leipzig,"Gemma Frisius, Rainer (Regnier)","Arithmeticae practicae methodus facilis, per gemmam Frisium medicum ac mathematicum",Latin,0,Hans I Rambau,Two links:    http://daten.digitale-sammlungen.de/~db/0001/bsb00015727/images/        http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10994413_00001.html,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","Freiburg/Breisgau (De), Universitätsbibliothek Halle (De), Universitäts- und Landesbibliothek Lüneburg (De), Ratsbücherei München (De), Bayerische Staatsbibliothek St Petersburg (Ru), National Library of Russia (Saltykov-Shchedrin State Public Library) 5.10.11.94","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,France,Lyon,"Trenchant, Jean",L'arithmetique,French,0,Pierre Roussin pour Michel Jove,,"Smith (1908), USTC, Bayerische Staatsbibliothek","Nantes (Fr), Bibliothèque municipale 18693","The work is divided into three books. Book one: operations with integers and fractions, with several applied problems. Book two: rule of three, barter, companies, commission, alloying. Book three: properties of numbers, including figurate numbers, roots, progressions, interest rates, recreational problems. The third book is followed by a chapter on exchange, and on calculation with counters (tokens and feathers).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,France,Paris,"Gemma Frisius, Rainer (Regnier)","Arithmeticae practicae methodus facilis. Huc accesserunt annotationes. De fractionibus astronomicis compendium et de cognoscendis per memoriam calendis, idibus, nonis, festis mobilibus et loco solis et lunae in zodiaco",Latin,0,Jérôme de Marnef & Guillaume Cavellat,,"Schärlig (2010), Smith (1908), USTC, Bayerishce Staatsbibliothek, Gallica","Auxerre (Fr), Bibliothèque municipale DX 350 Oxford (UK), Bodleian Library Oxford (UK), Corpus Christi College Library Rare Books Collection N.6.13(1) Oxford (UK), Merton College Library 67.D.15 Piacenza (It), Biblioteca comunale Passerini-Landi Roma (It), Biblioteca Vallicelliana Tulle (Fr), Médiathèque municipale C V PRE Valognes (Fr), Bibliothèque municipale C 5266","First part: numeration, operations with integers, progressions, rule of three. Second part: same subjects with fractions. Third part: applications ('de regulae vulgaris'): companies problems, alloying, roots wit integers and fractions, rule of false. Regula Coss sive algebre. Proportions with integers and fractions, recreational problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,Italy,Venice,"Mariani, Giovanni","Tariffa perpetua con le ragion fatte per scontro di qualunque mercadante si voglia, che dimostra quanto monta ogni quantità de cadauna mercantia ad ogni precio, sì a peso come a numero. Buona per ogniuno in Venetia, Dalmatia, & altri luoghi; nelli quali si ragiona, & si spende a moneda venetiana. Et è buona per Verona, Bressa, Bergamo, Milan, Cremona, Mantova, & altri luoghi dove si ragiona, & si spende a moneta imperiale & bressana: con la redution di moneda venetiana in moneda imperiale, & de la imperiale in venetiana",Italian,0,Francesco I Rampazetto ad instantia de l'auttore,,"Ars Mercatoria (1991), USTC","Faenza (It), Biblioteca comunale Manfrediana Firenze (It), Biblioteca nazionale centrale New York, NY (USA), Columbia University, Butler Library PLIMPTON 389 1572 M33 Pordenone (It), Biblioteca comunale Troyes (Fr), Médiathèque de l'Agglomération Troyenne s.13.2528 Venezia (It), Biblioteca della Fondazione Querini Stampalia ONLUS Venezia (It), Fondo storico di ateneo dell'Università Ca' Foscari Venezia",The work is entirely dedicated to arithmetic tables dealing with exchange and interest rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,0,Italy,Venice,"Barozzi, Francesco",Il nobilissimo et antiquissimo giuoco pythagoreo nominato Rythmomachia cioè battaglia de consonantie de numeri,Italian,0,Grazioso Percacino,Two links:       https://babel.hathitrust.org/cgi/pt?id=njp.32101075891588;view=1up;seq=5      https://books.google.co.uk/books?id=QeJYAAAAYAAJ&printsec=frontcover&dq=inauthor:%22Francesco+Barozzi%22&hl=it&sa=X&ved=0ahUKEwj-qcL_tt_YAhUEyRQKHdjcBjAQ6wEILTAB#v=onepage&q&f=false,"Smith (1908), USTC","Bologna (It), Biblioteca universitaria Cagliari (It), Biblioteca universitaria Cassino (It), Biblioteca statale del monumento nazionale di Montecassino Firenze (It), Biblioteca nazionale centrale London (UK), British Library 1040.e.37.(1.) Lucca (It), Biblioteca statale Madrid (Es), Biblioteca Nacional de España 2/32304(1) Napoli (It), Biblioteca Nazionale Vittorio Emanuele III New York, NY (USA), New York Public Library *KB 1572 Palermo (It), Biblioteca centrale della Regione siciliana Alberto Bombace (Biblioteca Nazionale) Roma (It), Biblioteca Casanatense Roma (It), Biblioteca dell'Accademia dei Lincei e Corsiniana Roma (It), Biblioteca nazionale centrale Vittorio Emanuele II Roma (It), Biblioteca universitaria Alessandrina Roma (VA), Biblioteca Apostolica vaticana Venezia (It), Biblioteca nazionale Marciana Verona (It), Biblioteca del Seminario vescovile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Italy,,Anonymous,Abbacus notebooks,Italian,1,,,Van Egmond (1980),"Bologna, Biblioteca universitaria. Ms. 595 Miscell. N. 0.2, 0.3","Fractions, business problems.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,0,Spain,Alcalá de Henares,"Pérez de Moya, Juan","Arithmetica practica y speculativa / Tratado de mathematicas en que se contienen cosas de arithmetica, geometria, cosmographia, y philosophia natural",Castilian,0,Juan Gracián,,"Madrid (2016), Smith (1908), Ars Mercatoria (1991), Bibliographia physico-mathematica hispa_nica (1999), USTC","Barcelona (Es), Universitat de Barcelona, Biblioteca General XVI-42 Madrid (Es), Biblioteca Universidad Complutense de Madrid Fac. da Ciencias Matemáticas 511 P 45 Yale University, Beinecke Library, New Haven, CT (USA) QA 33 P 47 1569 B, Santiago de Compostela (Es), Biblioteca Universitaria","Divided into 9 books. First book: numeration, operations, progressions. Second book: fractions, operations with fractions. Third book: rule of three, companies, testaments, alloying, false positions. Fourth book: practical geometry. Fifth book: speculative arithmetic. Sixth book: coins and moneys. Seventh book: algebra ('regla de la cosa o arte mayor'). Eighth book: numerical notation, giving the Greek, Roman, Hebrew, digital, and astrological and other systems (including currencies, weights and characters). The ninth book is a dialogue about arithmetic.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
